fips,Percent-of-Population-Under-15-(2017-2021),Percent-of-Population-Aged-15-to-64-(2017-2021),Percent-of-Population-65+-(2017-2021),Percent-of-Population-White-(non-Hispanic)-(2017-2021),Percent-of-Populaiton-Black-(non-Hispanic)-(2017-2021),Percent-of-Population-Hispanic-or-Latino-(2017-2021),Percent-of-Population-Asian-(non-Hispanic)-(2017-2021),Percent-of-Population-Native-American/Alaska-Native-(non-Hispanic)-(2017-2021),Percent-of-Population-Native-Hawaiian/Pacific-Islander-(2017-2021),Percent-of-Population-Aged-25+-who-Have-at-Least-a-High-School-Diploma-(2017-2021),Percent-of-Population-Aged-25+-who-Have-a-Bachelor's-Degree-or-More-(2017-2021),Poverty-Rate-(2017-2021),Median-Household-Income-(2017-2021),Unemployment-Rate-(2017-2021),Percent-of-Residents-with-a-Disability-(Aged-18-64)-(2017-2021),%-of-households-with-broadband-internet-connection-(2017-2021),Percent-of-Popualtion-Employed-in-Mining-and-Natural-Resources-(2017-2021),Percent-of-Popualtion-Employed-in-Construction-(2017-2021),Percent-of-Popualtion-Employed-in-Manufacturing-(2017-2021),Percent-of-Popualtion-Employed-in-Trade-Transporation-and-Utilities-(2017-2021),Number-of-Substance-Use-Facilities-(As-of-March-2023),Number-of-Mental-Health-Facilities-(As-of-March-2023),MDsPerCapita,Urbanicity,Social-Resilience-Score,Economic-Risk-Score,Social-Risk-Score,Economic-Resilience-Score,Prosperity-Index-Score,death-rate-2018-2021
4019,0.172,0.63,0.198,0.5039,0.0317,0.38,0.0274,0.0222,0.0014,0.8935,0.3437,0.1512,59215,0.0627,0.121,0.8908,0.0066,0.047,0.0717,0.1706,63,58,13.36,Urban,2,2,2,4,2,92.45814023
4021,0.1871,0.6087,0.2042,0.5541,0.0439,0.3091,0.0144,0.0393,0.0033,0.8757,0.2089,0.114,65488,0.0635,0.132,0.8901,0.0532,0.0352,0.0638,0.1812,23,24,9.05,Urban,4,1,2,4,3,63.00148588
4023,0.2236,0.5968,0.1796,0.1502,0.0029,0.8323,0.0028,0.0016,0,0.7774,0.2304,0.2164,45089,0.0986,0.0971,0.8082,0.0388,0.014,0.0338,0.4088,4,4,6.45,Rural,4,3,3,4,3,80.06236437
4025,0.1322,0.5491,0.3187,0.7937,0.0063,0.1498,0.0106,0.0102,0.0006,0.9155,0.2777,0.1246,56170,0.0544,0.1402,0.8764,0.0232,0.0772,0.0583,0.1959,25,20,21.96,Urban,2,2,3,3,2,79.13118239
4027,0.2115,0.5988,0.1897,0.2978,0.0162,0.6475,0.011,0.0091,0.0004,0.7491,0.1569,0.1833,52563,0.0842,0.0929,0.8249,0.179,0.0439,0.0393,0.1669,10,15,6.89,Urban,5,4,3,5,4,14.78240303
5001,0.1984,0.6082,0.1934,0.6863,0.2566,0.0369,0.0005,0.002,0,0.8669,0.1657,0.1638,55022,0.0428,0.1621,0.7158,0.0187,0.0277,0.3707,0.2124,1,1,5.39,Rural,5,4,5,2,4,40.52567591
5003,0.1905,0.6042,0.2053,0.6759,0.2494,0.0589,0.0015,0.0002,0.0026,0.8518,0.1202,0.2059,42683,0.0503,0.187,0.7147,0.055,0.0821,0.2251,0.1924,1,2,4.76,Rural,5,5,4,5,5,36.15328995
5005,0.1442,0.5504,0.3055,0.9275,0.0027,0.0257,0.003,0.0048,0.0002,0.8865,0.1861,0.1402,43530,0.054,0.2262,0.8018,0.0037,0.0346,0.1649,0.1846,2,2,7.32,Rural,3,2,4,3,3,24.11032886
5007,0.2178,0.6491,0.133,0.677,0.0175,0.171,0.0409,0.0102,0.0069,0.8971,0.3456,0.0808,76887,0.0298,0.0809,0.8451,0.0064,0.0434,0.1011,0.2396,3,5,4.08,Urban,3,1,1,3,2,26.90351324
5009,0.188,0.6061,0.2059,0.9335,0.0025,0.0274,0.0067,0.0048,0,0.8911,0.1776,0.133,48625,0.0464,0.15,0.8535,0.0001,0.0059,0.1287,0.2604,1,2,5.36,Rural,4,2,3,3,3,24.0352517
5011,0.2163,0.6038,0.18,0.5488,0.2635,0.1591,0.0008,0,0,0.8413,0.1252,0.1476,41972,0.0545,0.1735,0.7304,0.0664,0.0214,0.252,0.1294,3,1,0,Rural,5,4,4,4,4,37.74653204
5013,0.1447,0.6514,0.2039,0.72,0.2207,0.0447,0,0,0,0.8421,0.1225,0.0994,55904,0.0871,0.24,0.7441,0.0111,0.0367,0.7486,0.0604,0,0,0,Rural,5,4,4,5,5,41.57139888
5015,0.1777,0.5944,0.2279,0.7637,0.0028,0.1535,0.0102,0.0097,0.0108,0.8521,0.2202,0.1429,53366,0.0405,0.1231,0.7609,0.0218,0.0314,0.348,0.1473,2,2,7.22,Rural,4,3,4,3,4,46.17461107
5017,0.1867,0.6049,0.2084,0.3881,0.5364,0.0607,0.0035,0.0009,0,0.7839,0.1476,0.2958,33770,0.1413,0.2443,0.6868,0.0774,0.0362,0.0041,0.2236,0,1,26.81,Rural,4,5,4,4,5,38.44305622
5019,0.1593,0.6788,0.1619,0.6801,0.2435,0.0494,0.0056,0.0012,0.0007,0.9054,0.2789,0.2037,45351,0.0366,0.207,0.7599,0.0323,0.0086,0.1431,0.1582,0,0,0,Rural,4,3,2,5,3,37.09026844
5021,0.177,0.6096,0.2134,0.9435,0.0059,0.0077,0.0005,0.0002,0,0.8429,0.1399,0.1878,39817,0.064,0.1957,0.7432,0.078,0.0376,0.0361,0.2374,0,0,6.58,Rural,5,4,5,4,5,34.10408567
5023,0.155,0.5781,0.2669,0.9335,0.0027,0.0259,0.0024,0.0099,0.0006,0.8825,0.1698,0.1508,48400,0.0631,0.1969,0.8134,0.0292,0.0497,0.1895,0.1938,1,0,3.91,Rural,4,3,4,3,4,36.22021893
5025,0.1682,0.6271,0.2047,0.8417,0.1454,0,0,0.0031,0,0.9071,0.1671,0.1235,48183,0.0197,0.1835,0.706,0.1197,0.0079,0.0836,0.1565,0,0,0,Urban,5,2,3,5,4,39.3081761
5027,0.1753,0.6578,0.1669,0.593,0.3579,0.0286,0.006,0.0015,0,0.8702,0.2016,0.2344,41115,0.0436,0.1538,0.7176,0.0459,0.0194,0.2351,0.1751,1,1,4.14,Rural,5,5,3,5,4,34.86294505
5029,0.1911,0.6168,0.1921,0.8108,0.1024,0.0421,0.006,0.0041,0,0.8814,0.1868,0.1888,45812,0.0667,0.2246,0.7598,0.0362,0.0749,0.1472,0.2041,1,2,0,Rural,4,3,4,4,4,33.83767584
5031,0.2096,0.6541,0.1363,0.7399,0.1541,0.053,0.0111,0.0028,0.0001,0.8966,0.2895,0.1779,51788,0.0573,0.1557,0.8331,0.0074,0.0426,0.1384,0.2019,6,6,12.64,Urban,3,2,2,3,2,18.20250284
5033,0.2014,0.6318,0.1668,0.8313,0.0138,0.0823,0.0129,0.0116,0.0003,0.8492,0.1907,0.1774,52057,0.047,0.179,0.7852,0.0119,0.0515,0.2369,0.2882,1,0,0,Urban,5,3,3,4,4,41.33392854
5035,0.2254,0.6362,0.1384,0.4061,0.4942,0.0285,0.0074,0.0021,0,0.845,0.1747,0.1981,46452,0.0992,0.1487,0.8207,0.0158,0.0268,0.1289,0.2702,2,4,4.04,Urban,5,3,4,5,4,53.78791013
5037,0.1965,0.6182,0.1854,0.7213,0.1572,0.0214,0,0.0021,0,0.818,0.1405,0.1761,45247,0.0824,0.1578,0.7784,0.0569,0.0139,0.0668,0.2369,0,1,0,Rural,5,3,4,5,4,35.4295837
5039,0.1553,0.6102,0.2345,0.5284,0.4324,0.011,0.0009,0.006,0.0068,0.8775,0.115,0.129,34337,0.0816,0.2424,0.666,0.0443,0.025,0.209,0.1739,1,2,0,Rural,5,3,3,4,4,45.14672686
5041,0.2149,0.5971,0.188,0.4402,0.4815,0.0666,0.0023,0.001,0,0.8089,0.1368,0.2782,33295,0.057,0.1801,0.681,0.0603,0.02,0.2227,0.1826,1,1,8.17,Rural,5,5,4,3,4,34.69210755
5043,0.1798,0.6435,0.1767,0.6536,0.2878,0.0383,0.0003,0,0,0.8697,0.2374,0.2004,42891,0.0252,0.152,0.7511,0.0578,0.0254,0.1393,0.1689,2,3,10.7,Rural,4,3,3,4,4,34.2641768
5045,0.1907,0.6841,0.1252,0.7916,0.1166,0.0429,0.0125,0.003,0,0.9311,0.329,0.1476,54845,0.0327,0.1297,0.8732,0.0067,0.0709,0.0775,0.1878,4,3,4.98,Urban,3,2,1,4,2,34.09339968
5047,0.1903,0.615,0.1947,0.8975,0.0079,0.0343,0.0083,0.0038,0,0.8648,0.106,0.2284,42128,0.0514,0.2388,0.7071,0.0413,0.0298,0.207,0.2076,1,2,0,Rural,5,3,5,5,5,34.96707267
5049,0.1734,0.5707,0.256,0.9336,0.0028,0.0046,0.0044,0.0017,0.0018,0.859,0.114,0.1794,36950,0.059,0.2449,0.5349,0.002,0.0875,0.0346,0.1467,1,1,24.62,Rural,4,2,5,5,4,33.13452618
5051,0.1648,0.6014,0.2339,0.8111,0.0824,0.06,0.0069,0.007,0.0008,0.9038,0.2377,0.162,49985,0.0617,0.1953,0.81,0.0061,0.05,0.0679,0.1993,4,7,19.56,Urban,3,4,4,2,3,48.14733083
5053,0.186,0.6363,0.1777,0.9157,0.0221,0.0304,0.0028,0.001,0.0021,0.916,0.1796,0.1409,62479,0.0344,0.173,0.8004,0.0437,0.0568,0.3147,0.1561,1,2,0,Urban,5,2,3,4,4,33.49709692
5055,0.2034,0.6382,0.1583,0.9124,0.0242,0.0301,0.0053,0.0016,0.0013,0.8866,0.1628,0.1645,51367,0.0741,0.1947,0.8217,0.0151,0.0242,0.3234,0.1754,2,3,6.86,Rural,5,4,4,4,4,19.70874849
5057,0.215,0.6068,0.1782,0.537,0.3017,0.133,0.0013,0.0034,0.0027,0.8383,0.16,0.2455,43592,0.0485,0.1907,0.7754,0.0335,0.0194,0.2926,0.1691,1,3,0,Rural,5,4,4,5,5,39.3081761
5059,0.1798,0.6334,0.1868,0.8199,0.1112,0.0366,0.0031,0.0042,0.0001,0.8856,0.1644,0.1901,46724,0.0555,0.2268,0.7268,0.0185,0.0276,0.1732,0.1966,2,3,8.97,Rural,5,3,4,5,4,27.19361856
5061,0.2125,0.6123,0.1752,0.6322,0.205,0.1322,0.0096,0.0025,0.0022,0.8805,0.1426,0.2028,39558,0.0574,0.1258,0.7575,0.0308,0.0163,0.4727,0.1299,0,1,0,Rural,5,4,3,5,4,38.77772607
5063,0.1967,0.6331,0.1703,0.8516,0.0182,0.0691,0.0078,0.0026,0.0032,0.8578,0.1645,0.1766,50028,0.0544,0.1791,0.6323,0.0162,0.0334,0.2069,0.1805,4,3,10.8,Rural,4,4,3,4,4,23.8120436
5065,0.1504,0.6024,0.2472,0.8912,0.0088,0.0256,0.0001,0.0107,0.0004,0.821,0.1702,0.1573,45318,0.0686,0.2562,0.5131,0.0388,0.0269,0.0841,0.1795,1,1,0,Rural,5,3,4,3,4,36.62198784
5067,0.1681,0.6546,0.1772,0.7639,0.1089,0.0309,0,0.0004,0.0005,0.8348,0.1267,0.2084,39154,0.1027,0.204,0.7508,0.056,0.0204,0.1845,0.1919,2,3,11.43,Rural,5,4,4,5,5,35.54923569
5069,0.1806,0.644,0.1754,0.3813,0.5574,0.0229,0.0085,0.0022,0.0032,0.884,0.1946,0.1942,43720,0.0933,0.1705,0.7027,0.0052,0.0182,0.1723,0.1597,3,3,6.91,Urban,4,4,4,4,4,36.65742899
5071,0.201,0.6366,0.1623,0.7805,0.0159,0.1419,0.0264,0.0011,0.0015,0.8008,0.1602,0.1893,40628,0.0383,0.1946,0.6751,0.0249,0.0236,0.2952,0.2297,4,6,3.84,Rural,5,4,3,5,4,34.81220748
5073,0.1477,0.6165,0.2358,0.5754,0.354,0.0317,0.0071,0.0014,0,0.8108,0.1073,0.2345,36083,0.0796,0.175,0.6632,0.0727,0.065,0.0322,0.1722,1,2,0,Rural,5,4,5,5,5,47.07359172
5075,0.1836,0.628,0.1884,0.9319,0.0133,0.0174,0.0004,0.003,0.0001,0.8479,0.1487,0.1551,40746,0.0724,0.194,0.7767,0.0526,0.0321,0.0933,0.2076,1,2,0,Rural,5,3,4,4,4,36.82789099
5077,0.1544,0.6533,0.1923,0.4059,0.5476,0.0271,0.0023,0.0018,0,0.8174,0.0976,0.2772,29082,0.1425,0.2094,0.7203,0.1114,0,0,0.1803,1,1,0,Rural,5,5,5,5,5,45.28985507
5079,0.1358,0.7089,0.1553,0.6398,0.2985,0.0431,0,0.0029,0,0.8121,0.0873,0.1511,49474,0.0315,0.1562,0.5627,0.0549,0.0468,0.1059,0.1222,0,0,0,Urban,5,5,4,5,5,38.19126184
5081,0.1848,0.608,0.2072,0.726,0.2029,0.0175,0.0034,0.0089,0,0.8989,0.1487,0.1236,57614,0.0844,0.1553,0.7313,0.0233,0.0405,0.3276,0.1716,0,0,0,Urban,5,3,5,5,5,33.04692664
5083,0.1773,0.6266,0.1961,0.8851,0.0144,0.0306,0.0171,0.0043,0,0.8773,0.1264,0.1568,46570,0.0483,0.217,0.7476,0.0223,0.0385,0.2094,0.1865,1,0,0,Rural,5,3,4,5,4,37.56044885
5085,0.2102,0.6531,0.1366,0.8504,0.0555,0.0469,0.0092,0.0018,0.0017,0.8994,0.2033,0.1161,62561,0.0515,0.1482,0.8509,0.0355,0.0671,0.1079,0.2064,1,3,1.4,Urban,5,2,2,4,3,55.53749458
5087,0.1924,0.6166,0.191,0.8313,0.0008,0.0603,0.0059,0.0023,0.0062,0.8491,0.1354,0.1654,47862,0.0513,0.1776,0.791,0.0142,0.0383,0.3575,0.2006,1,1,6.34,Urban,5,3,4,4,4,30.31037827
5089,0.1528,0.5691,0.2781,0.9316,0.0076,0.0239,0.0064,0.0073,0.0024,0.8617,0.151,0.1809,41038,0.0775,0.255,0.8222,0.0014,0.0081,0.4398,0.1447,0,0,0,Rural,5,3,4,5,4,35.82089552
5091,0.1965,0.639,0.1645,0.676,0.2546,0.0358,0.0013,0.0102,0,0.869,0.1694,0.1808,46610,0.0752,0.179,0.7962,0.0206,0.048,0.1825,0.2504,4,2,9.16,Urban,5,3,3,5,4,39.65014577
5093,0.2162,0.638,0.1459,0.57,0.3478,0.0458,0.0039,0.0005,0.0004,0.8261,0.1424,0.2179,45740,0.0957,0.1748,0.7884,0.0304,0.0454,0.3654,0.1601,3,3,13.57,Rural,5,4,5,4,5,48.70801978
5095,0.1799,0.591,0.229,0.5415,0.4288,0.0035,0.0029,0.0033,0,0.7881,0.1347,0.2145,41667,0.1031,0.217,0.6804,0.0552,0.009,0.0689,0.2595,1,1,26.52,Rural,4,4,5,4,5,43.45936549
5097,0.1505,0.5813,0.2682,0.9051,0.005,0.0449,0.0097,0.011,0,0.8396,0.1534,0.1892,41032,0.0872,0.2134,0.7078,0.022,0.0546,0.0278,0.1775,0,0,0,Rural,4,4,5,4,5,35.19061584
5099,0.1988,0.5959,0.2053,0.6278,0.3526,0.0001,0.0007,0.0017,0.0002,0.9097,0.1113,0.2517,42670,0.0738,0.2276,0.7153,0.0251,0,0,0.2288,0,0,0,Rural,5,4,4,5,5,35.97122302
5101,0.1563,0.5789,0.2647,0.9235,0.0005,0.0113,0.001,0.0279,0.0027,0.8522,0.1641,0.103,42817,0.0458,0.1961,0.6909,0.0017,0.0162,0.0335,0.1521,0,0,0,Rural,3,3,5,5,4,40.85523628
5103,0.1884,0.6075,0.204,0.5473,0.4201,0.0251,0.0003,0.0005,0,0.8756,0.1329,0.2114,43338,0.0627,0.2382,0.7813,0.0235,0.0306,0.0798,0.2223,2,1,8.09,Rural,5,4,4,4,4,39.37352349
5105,0.1838,0.6172,0.199,0.913,0.0255,0.0308,0.0006,0.0007,0,0.913,0.175,0.1535,47500,0.0428,0.2007,0.7449,0.0648,0.0751,0.0256,0.153,0,0,0,Urban,5,2,3,5,4,39.77724741
5107,0.2198,0.5913,0.1889,0.3401,0.6323,0.0202,0,0.0002,0,0.8169,0.1435,0.3334,32235,0.1529,0.2213,0.7074,0.0506,0.021,0.0753,0.2295,0,2,0,Rural,5,5,5,5,5,41.36382438
5109,0.1759,0.6231,0.201,0.8551,0.04,0.0666,0.001,0.0012,0,0.879,0.1948,0.1774,46672,0.0367,0.2214,0.7449,0.0469,0.0181,0.1572,0.2043,0,0,0,Rural,5,3,4,4,4,39.0854016
5111,0.199,0.6224,0.1787,0.8546,0.0412,0.0337,0.0003,0.0004,0,0.8149,0.1151,0.208,42854,0.0423,0.2131,0.7739,0.0587,0.017,0.1395,0.2312,1,1,0,Urban,5,4,5,5,5,43.08116491
5113,0.1872,0.5867,0.2261,0.871,0.0041,0.0662,0.0029,0.0151,0.0023,0.8847,0.1552,0.2092,43444,0.1035,0.2052,0.7718,0.0287,0.0349,0.2183,0.1834,0,1,0,Rural,4,3,5,3,4,35.9416718
5115,0.1926,0.6531,0.1542,0.8318,0.0236,0.0953,0.0121,0.0022,0.0001,0.8424,0.2324,0.1738,47322,0.059,0.1742,0.8105,0.0256,0.0475,0.1599,0.2402,5,4,4.75,Rural,4,3,2,4,3,28.46569883
5117,0.1594,0.6078,0.2328,0.8407,0.1102,0.0196,0.0035,0.0005,0,0.8684,0.1529,0.0998,47335,0.0597,0.1663,0.6721,0.1104,0.0331,0.035,0.2334,0,0,0,Rural,5,3,5,4,4,36.11846858
5119,0.1958,0.6479,0.1563,0.5101,0.3715,0.0629,0.0218,0.0021,0.0003,0.9148,0.3634,0.1583,55235,0.0527,0.1386,0.8361,0.0025,0.0372,0.0515,0.1986,18,17,12,Urban,2,2,3,2,2,64.8353609
5121,0.2001,0.6049,0.1949,0.9095,0.0095,0.024,0.0028,0.0017,0.0093,0.8559,0.1607,0.1927,42225,0.0729,0.2035,0.7022,0.0412,0.0164,0.2746,0.1565,1,0,0,Rural,5,3,4,4,4,32.53443227
5123,0.1777,0.6577,0.1645,0.3903,0.5317,0.0549,0.0013,0.0058,0.0021,0.8232,0.1141,0.2852,34981,0.0661,0.1975,0.6851,0.0116,0.0058,0.0172,0.2501,1,3,3.7,Rural,5,5,5,5,5,38.09846336
5125,0.1916,0.6308,0.1776,0.8268,0.0803,0.0522,0.0113,0.0014,0.0009,0.9181,0.2791,0.0865,68605,0.0384,0.1276,0.8692,0.0023,0.0881,0.0552,0.2283,2,5,3.46,Urban,4,1,2,4,3,55.59734441
5127,0.1995,0.5983,0.2022,0.8379,0.0293,0.08,0.0077,0.0034,0,0.7996,0.1094,0.1515,43577,0.0586,0.2214,0.6788,0.0535,0.0117,0.4119,0.109,0,0,9.38,Rural,5,3,5,5,5,40.29008864
5129,0.1637,0.5843,0.2519,0.8993,0.0042,0.0279,0.001,0.0221,0,0.8015,0.1532,0.2412,39627,0.0428,0.2226,0.6508,0,0,0.1079,0.1587,1,0,25.2,Rural,4,4,5,5,5,38.1097561
5131,0.1993,0.6404,0.1603,0.6856,0.0604,0.148,0.0443,0.0087,0,0.8458,0.24,0.1753,50226,0.0496,0.1942,0.8057,0.0054,0.0373,0.1766,0.2032,6,2,9.42,Urban,4,4,3,3,3,43.77017532
5133,0.2403,0.6204,0.1392,0.5582,0.0292,0.3401,0.0016,0.0156,0.0334,0.7353,0.1162,0.2165,49470,0.0483,0.143,0.7806,0.0217,0.0151,0,0.1689,2,1,5.82,Rural,4,4,4,4,5,37.32736096
5135,0.1668,0.5829,0.2503,0.915,0.0096,0.0245,0.002,0.0021,0,0.8223,0.1113,0.1803,37361,0.0554,0.2584,0.6014,0.0037,0.0349,0.0451,0.2277,2,1,0,Rural,5,3,5,5,4,34.79672911
5137,0.1561,0.5756,0.2683,0.9153,0.0012,0.0194,0.0047,0.0053,0,0.8463,0.1438,0.2094,32813,0.0748,0.2055,0.5169,0.0037,0.0131,0.09,0.2233,1,1,0,Rural,4,3,4,5,4,32.35198965
5139,0.2019,0.6206,0.1775,0.6055,0.3263,0.0406,0.0079,0.0041,0,0.8633,0.184,0.1852,46444,0.0438,0.1751,0.6899,0.0218,0.0853,0.1693,0.201,1,1,22.31,Rural,4,4,4,4,4,45.84585604
5141,0.1536,0.5897,0.2568,0.9233,0.0074,0.0332,0.0024,0.0086,0.0007,0.8506,0.1627,0.176,40763,0.054,0.2374,0.6993,0.0274,0.0374,0.0469,0.2715,2,2,0,Rural,4,2,4,3,4,37.85250142
5143,0.2029,0.6803,0.1169,0.675,0.0335,0.1721,0.0258,0.0057,0.0247,0.865,0.3375,0.1532,56610,0.0472,0.1004,0.8494,0.0029,0.0551,0.1241,0.21,7,5,13.64,Urban,3,2,1,3,2,14.8274456
5145,0.1923,0.6473,0.1605,0.8679,0.0441,0.0456,0.0079,0.0018,0,0.8579,0.2029,0.1526,46345,0.0538,0.1677,0.8245,0.014,0.047,0.091,0.2603,4,2,10.15,Rural,4,2,3,4,3,42.81543951
5147,0.1727,0.591,0.2362,0.6943,0.2841,0.0047,0,0.0002,0,0.8244,0.161,0.2083,43717,0.0756,0.1608,0.6021,0.0916,0.0198,0.1105,0.21,0,0,14.55,Rural,5,3,4,4,4,31.58060951
5149,0.196,0.6317,0.1723,0.7423,0.0167,0.2086,0.0111,0.0029,0,0.7745,0.1405,0.1382,51070,0.0362,0.1607,0.763,0.0361,0.0353,0.3734,0.1143,0,0,0,Rural,5,4,3,3,4,39.0453414
6001,0.1718,0.6883,0.1399,0.2987,0.0992,0.2239,0.3138,0.0031,0.0076,0.89,0.4964,0.0891,112017,0.0505,0.0653,0.9221,0.0011,0.0618,0.1102,0.176,32,25,9.22,Urban,2,2,1,2,1,28.44962116
6003,0.1696,0.5484,0.282,0.5432,0.006,0.1466,0.0074,0.2634,0,0.937,0.3932,0.1295,96000,0.0922,0.1257,0.8456,0,0,0,0.0129,1,1,0,Rural,2,4,4,2,3,0
6005,0.1226,0.6104,0.267,0.7502,0.0232,0.1488,0.0107,0.0064,0.0004,0.9131,0.1952,0.079,69955,0.0678,0.1197,0.8593,0.0426,0.0364,0.0564,0.1478,2,1,21.64,Rural,4,2,2,3,2,39.90522509
6007,0.1685,0.6517,0.1799,0.7029,0.0179,0.1743,0.0487,0.0067,0.0024,0.9034,0.2976,0.1775,59863,0.0718,0.1464,0.8904,0.0389,0.0503,0.0518,0.1785,11,8,13.4,Urban,3,3,2,4,3,47.7318206
6009,0.1372,0.5824,0.2804,0.7922,0.0097,0.1307,0.0225,0.0063,0.0004,0.908,0.1991,0.1413,70119,0.0681,0.1813,0.8586,0.03,0.0899,0.0342,0.172,4,1,2.23,Rural,3,3,2,3,3,33.07680434
6011,0.2241,0.6303,0.1456,0.3397,0.0135,0.605,0.0066,0.0064,0.0014,0.7333,0.1465,0.13,61861,0.0554,0.1077,0.7897,0.3171,0.0127,0.1377,0.155,1,1,4.68,Rural,5,4,1,4,3,32.13957759
6013,0.1852,0.6564,0.1584,0.4162,0.0829,0.262,0.1755,0.0019,0.0045,0.8974,0.4406,0.082,110455,0.0584,0.0882,0.9401,0.0023,0.0709,0.0425,0.173,26,23,7.49,Urban,2,2,1,2,1,40.20167986
6015,0.181,0.6404,0.1787,0.6009,0.0289,0.2048,0.0293,0.0609,0.0016,0.8059,0.1612,0.173,53280,0.075,0.178,0.8836,0.041,0.022,0.0178,0.1265,2,1,14.48,Rural,4,4,3,4,4,32.54384379
6017,0.1613,0.6242,0.2145,0.7628,0.0078,0.1331,0.048,0.0033,0.0015,0.9468,0.3683,0.0868,88770,0.0469,0.0862,0.9016,0.0081,0.1031,0.0452,0.1403,9,5,12.57,Urban,2,3,1,2,2,38.30653625
6019,0.2388,0.6397,0.1215,0.2791,0.0424,0.5396,0.1039,0.0043,0.0016,0.7791,0.2263,0.2018,61276,0.0879,0.1157,0.8369,0.1112,0.0481,0.0663,0.1773,25,9,5.81,Urban,4,3,2,4,3,22.82809151
6021,0.2227,0.6156,0.1617,0.501,0.0041,0.4288,0.0347,0.0121,0.0013,0.7648,0.149,0.1506,56332,0.0706,0.1174,0.8267,0.2526,0.0346,0.0786,0.1831,4,1,3.57,Rural,5,4,2,4,4,31.38622493
6023,0.1592,0.66,0.1808,0.721,0.0109,0.1232,0.0306,0.0379,0.0028,0.9099,0.3119,0.2026,53350,0.0937,0.1584,0.8788,0.0293,0.0435,0.0443,0.1851,15,4,27.37,Rural,3,3,2,3,3,69.33598026
6025,0.2405,0.6313,0.1282,0.0973,0.0247,0.851,0.0124,0.0071,0.0006,0.7044,0.152,0.2104,49078,0.1394,0.1146,0.8531,0.1804,0.0235,0.0258,0.1919,6,2,11.19,Urban,5,4,2,5,4,37.76707711
6027,0.1848,0.5834,0.2318,0.5984,0.0038,0.2368,0.0152,0.0934,0.0012,0.9208,0.2727,0.108,60925,0.0432,0.1097,0.8317,0.0071,0.03,0.0416,0.1638,3,0,49.11,Rural,2,3,2,4,3,79.77026165
6029,0.2423,0.6483,0.1093,0.3218,0.0507,0.5474,0.0466,0.0044,0.0012,0.7595,0.1761,0.1935,58824,0.0887,0.1025,0.8576,0.2147,0.0482,0.0394,0.1654,23,9,7,Urban,5,3,2,4,4,72.87631785
6031,0.2298,0.6671,0.1031,0.3085,0.0605,0.5555,0.0374,0.0081,0.0017,0.7363,0.1432,0.1637,63267,0.0911,0.109,0.8524,0.1575,0.0206,0.0998,0.141,5,3,7.32,Urban,5,4,2,5,4,19.09314161
6033,0.1785,0.5948,0.2267,0.6782,0.0226,0.2221,0.0136,0.0261,0.0023,0.866,0.1752,0.1685,53399,0.1008,0.1686,0.8294,0.0644,0.0452,0.0215,0.1819,6,1,18.73,Rural,5,3,3,4,4,109.2267045
6035,0.139,0.7136,0.1474,0.6416,0.0834,0.1971,0.0156,0.0228,0.0076,0.8005,0.1177,0.1387,59292,0.069,0.1383,0.8392,0.0587,0.0096,0.0004,0.1062,2,1,15.65,Rural,5,5,2,4,5,63.73486297
6037,0.179,0.6841,0.137,0.2546,0.0765,0.4869,0.1455,0.002,0.0021,0.8004,0.3404,0.1386,76367,0.07,0.0736,0.8888,0.0015,0.0335,0.0761,0.189,295,198,7.58,Urban,3,3,1,2,2,39.9016531
6039,0.2304,0.6311,0.1385,0.3241,0.0281,0.5912,0.0215,0.0087,0.0007,0.7181,0.1638,0.1956,66709,0.1046,0.1174,0.8718,0.2409,0.0368,0.0658,0.115,2,4,3.26,Urban,5,3,2,4,4,25.5911557
6041,0.161,0.6154,0.2236,0.6968,0.021,0.164,0.0598,0.001,0.0016,0.9342,0.6015,0.0694,131008,0.0515,0.06,0.9369,0.0032,0.0671,0.0444,0.1611,17,14,16.19,Urban,1,3,1,1,1,36.58717848
6043,0.1376,0.5801,0.2822,0.7788,0.0082,0.1241,0.0103,0.0253,0.0029,0.9088,0.2887,0.1315,53304,0.097,0.1443,0.8089,0.008,0.0353,0.0156,0.0792,1,1,11.33,Rural,2,3,2,4,3,34.83309144
6045,0.1779,0.5981,0.2239,0.6345,0.0061,0.2629,0.0215,0.0304,0.0014,0.8664,0.245,0.1583,56378,0.0847,0.174,0.8364,0.0556,0.042,0.0747,0.1971,7,6,25.17,Rural,3,4,2,3,3,89.58419822
6047,0.2446,0.6444,0.111,0.2594,0.0265,0.6116,0.0731,0.0032,0.0027,0.7035,0.1406,0.1935,58861,0.1109,0.1122,0.8863,0.177,0.0335,0.1207,0.167,5,5,7.17,Urban,5,3,2,5,3,30.44957908
6049,0.1647,0.5541,0.2812,0.7665,0.0197,0.1516,0.0077,0.034,0,0.8545,0.197,0.196,51090,0.0988,0.1051,0.7638,0.1451,0.0276,0.0063,0.1236,0,0,11.07,Rural,3,3,3,3,3,34.39183767
6051,0.1693,0.6809,0.1498,0.6409,0.0002,0.273,0.0457,0.0077,0,0.8722,0.2953,0.0998,71138,0.0245,0.0636,0.9069,0.0074,0.0517,0.014,0.0854,1,0,21.35,Rural,2,4,1,2,2,37.61944173
